,president1,date1,president2,date2,sim
430,Barack Obama,2012,Warren G. Harding,1922,0.404357076009
431,Barack Obama,2012,John Adams,1799,0.41300246257
432,Barack Obama,2012,John Tyler,1843,0.409145240044
433,Barack Obama,2012,William McKinley,1899,0.470451197414
434,Barack Obama,2012,Harry S Truman,1949,0.624800498036
435,Barack Obama,2012,Dwight D. Eisenhower,1957,0.52945205629
436,Barack Obama,2012,John F. Kennedy,1962,0.644677993499
437,Barack Obama,2012,Calvin Coolidge,1926,0.529408546594
438,Barack Obama,2012,Zachary Taylor,1849,0.361754559817
439,Barack Obama,2012,Grover Cleveland,1887,0.469976785167
440,Barack Obama,2012,Jimmy Carter,1979,0.618364209702
441,Barack Obama,2012,Andrew Johnson,1867,0.594254532018
442,Barack Obama,2012,George W. Bush,2005,0.731462602935
443,Barack Obama,2012,Benjamin Harrison,1891,0.424693932692
444,Barack Obama,2012,Martin Van Buren,1839,0.403058295521
445,Barack Obama,2012,James A. Garfield,1881,0.401812193264
446,Barack Obama,2012,Abraham Lincoln,1863,0.439270299784
447,Barack Obama,2012,George Washington,1793,0.405100869358
448,Barack Obama,2012,Chester Arthur,1883,0.405378770401
449,Barack Obama,2012,Thomas Jefferson,1805,0.441172655755
450,Barack Obama,2012,Ronald Reagan,1985,0.764156997677
451,James Madison,1813,Franklin Pierce,1855,0.811341520442
452,James Madison,1813,Bill Clinton,1997,0.392679026333
453,James Madison,1813,Herbert Hoover,1931,0.724605361594
454,James Madison,1813,William Howard Taft,1911,0.649411933724
455,James Madison,1813,Andrew Jackson,1833,0.837987496185
456,James Madison,1813,Millard Fillmore,1851,0.587323328338
457,James Madison,1813,Gerald Ford,1975,0.587060045745
458,James Madison,1813,Franklin D. Roosevelt,1939,0.640015514429
459,James Madison,1813,James K. Polk,1847,0.81085185957
460,James Madison,1813,Richard Nixon,1971,0.562046743811
461,James Madison,1813,Barack Obama,2012,0.441807716861
462,James Madison,1813,James Buchanan,1859,0.785114126669
463,James Madison,1813,Ulysses S. Grant,1873,0.822656122887
464,James Madison,1813,Rutherford B. Hayes,1879,0.76769643691
465,James Madison,1813,James Monroe,1821,0.84366776014
466,James Madison,1813,Lyndon B. Johnson,1966,0.536290323712
467,James Madison,1813,Theodore Roosevelt,1905,0.757116275474
468,James Madison,1813,John Quincy Adams,1827,0.820743109133
469,James Madison,1813,Woodrow Wilson,1917,0.738097147431
470,James Madison,1813,George Bush,1991,0.487660037198
471,James Madison,1813,Warren G. Harding,1922,0.407147594683
472,James Madison,1813,John Adams,1799,0.863513212432
473,James Madison,1813,John Tyler,1843,0.844597788002
474,James Madison,1813,William McKinley,1899,0.795180161737
475,James Madison,1813,Harry S Truman,1949,0.629806183843
476,James Madison,1813,Dwight D. Eisenhower,1957,0.578310509236
477,James Madison,1813,John F. Kennedy,1962,0.57224483495
478,James Madison,1813,Calvin Coolidge,1926,0.709310278609
479,James Madison,1813,Zachary Taylor,1849,0.676084146665
480,James Madison,1813,Grover Cleveland,1887,0.746761151934
481,James Madison,1813,Jimmy Carter,1979,0.472937923695
482,James Madison,1813,Andrew Johnson,1867,0.764923620486
483,James Madison,1813,George W. Bush,2005,0.436904836128
484,James Madison,1813,Benjamin Harrison,1891,0.675152349567
485,James Madison,1813,Martin Van Buren,1839,0.825557793287
486,James Madison,1813,James A. Garfield,1881,0.590830561778
487,James Madison,1813,Abraham Lincoln,1863,0.677369794337
488,James Madison,1813,George Washington,1793,0.811294107842
489,James Madison,1813,Chester Arthur,1883,0.772322758193
490,James Madison,1813,Thomas Jefferson,1805,0.784268328761
491,James Madison,1813,Ronald Reagan,1985,0.522132192127
492,James Buchanan,1859,Franklin Pierce,1855,0.858878386868
493,James Buchanan,1859,Bill Clinton,1997,0.362466655568
494,James Buchanan,1859,Herbert Hoover,1931,0.643513148693
495,James Buchanan,1859,William Howard Taft,1911,0.656877673051
496,James Buchanan,1859,Andrew Jackson,1833,0.869831437708
497,James Buchanan,1859,Millard Fillmore,1851,0.610365016446
498,James Buchanan,1859,Gerald Ford,1975,0.539891244704
499,James Buchanan,1859,Franklin D. Roosevelt,1939,0.563903547048
500,James Buchanan,1859,James K. Polk,1847,0.828927558515
501,James Buchanan,1859,Richard Nixon,1971,0.51738784631
502,James Buchanan,1859,Barack Obama,2012,0.392985352505
503,James Buchanan,1859,James Madison,1813,0.785114126669
504,James Buchanan,1859,Ulysses S. Grant,1873,0.840000344215
505,James Buchanan,1859,Rutherford B. Hayes,1879,0.785222414372
506,James Buchanan,1859,James Monroe,1821,0.804340231302
507,James Buchanan,1859,Lyndon B. Johnson,1966,0.507223942701
508,James Buchanan,1859,Theodore Roosevelt,1905,0.707503003921
509,James Buchanan,1859,John Quincy Adams,1827,0.772644231417
510,James Buchanan,1859,Woodrow Wilson,1917,0.694182202781
511,James Buchanan,1859,George Bush,1991,0.427255181892
512,James Buchanan,1859,Warren G. Harding,1922,0.360979942762
513,James Buchanan,1859,John Adams,1799,0.810831426853
514,James Buchanan,1859,John Tyler,1843,0.845827691695
515,James Buchanan,1859,William McKinley,1899,0.798005177963
516,James Buchanan,1859,Harry S Truman,1949,0.576124815197
517,James Buchanan,1859,Dwight D. Eisenhower,1957,0.525703809405
518,James Buchanan,1859,John F. Kennedy,1962,0.525304854032
519,James Buchanan,1859,Calvin Coolidge,1926,0.680127347423
520,James Buchanan,1859,Zachary Taylor,1849,0.752548715226
521,James Buchanan,1859,Grover Cleveland,1887,0.7530614364
522,James Buchanan,1859,Jimmy Carter,1979,0.452613547185
523,James Buchanan,1859,Andrew Johnson,1867,0.771104295956
524,James Buchanan,1859,George W. Bush,2005,0.383178684625
525,James Buchanan,1859,Benjamin Harrison,1891,0.711057969374
526,James Buchanan,1859,Martin Van Buren,1839,0.8100529195
527,James Buchanan,1859,James A. Garfield,1881,0.675579177274
528,James Buchanan,1859,Abraham Lincoln,1863,0.7606190021
529,James Buchanan,1859,George Washington,1793,0.760924673497
530,James Buchanan,1859,Chester Arthur,1883,0.777238502151
531,James Buchanan,1859,Thomas Jefferson,1805,0.718403204488
532,James Buchanan,1859,Ronald Reagan,1985,0.486051837696
533,Ulysses S. Grant,1873,Franklin Pierce,1855,0.856001517571
534,Ulysses S. Grant,1873,Bill Clinton,1997,0.40115380241
535,Ulysses S. Grant,1873,Herbert Hoover,1931,0.691293556997
536,Ulysses S. Grant,1873,William Howard Taft,1911,0.717323827923
537,Ulysses S. Grant,1873,Andrew Jackson,1833,0.876197470784
538,Ulysses S. Grant,1873,Millard Fillmore,1851,0.640054509171
539,Ulysses S. Grant,1873,Gerald Ford,1975,0.588811540027
540,Ulysses S. Grant,1873,Franklin D. Roosevelt,1939,0.591626643573
541,Ulysses S. Grant,1873,James K. Polk,1847,0.842583517602
542,Ulysses S. Grant,1873,Richard Nixon,1971,0.55265605494
543,Ulysses S. Grant,1873,Barack Obama,2012,0.434653016749
544,Ulysses S. Grant,1873,James Madison,1813,0.822656122887
545,Ulysses S. Grant,1873,James Buchanan,1859,0.840000344215
546,Ulysses S. Grant,1873,Rutherford B. Hayes,1879,0.857328174606
547,Ulysses S. Grant,1873,James Monroe,1821,0.82656709452
548,Ulysses S. Grant,1873,Lyndon B. Johnson,1966,0.560422523236
549,Ulysses S. Grant,1873,Theodore Roosevelt,1905,0.75907394583
550,Ulysses S. Grant,1873,John Quincy Adams,1827,0.814817796766
551,Ulysses S. Grant,1873,Woodrow Wilson,1917,0.715887696982
552,Ulysses S. Grant,1873,George Bush,1991,0.491211949686
553,Ulysses S. Grant,1873,Warren G. Harding,1922,0.362963846342
554,Ulysses S. Grant,1873,John Adams,1799,0.856454195701
555,Ulysses S. Grant,1873,John Tyler,1843,0.884303547566
556,Ulysses S. Grant,1873,William McKinley,1899,0.851852669037
557,Ulysses S. Grant,1873,Harry S Truman,1949,0.612411443376
558,Ulysses S. Grant,1873,Dwight D. Eisenhower,1957,0.543448857257
559,Ulysses S. Grant,1873,John F. Kennedy,1962,0.586593621044
560,Ulysses S. Grant,1873,Calvin Coolidge,1926,0.702168761937
561,Ulysses S. Grant,1873,Zachary Taylor,1849,0.727607531653
562,Ulysses S. Grant,1873,Grover Cleveland,1887,0.828039361514
563,Ulysses S. Grant,1873,Jimmy Carter,1979,0.495695953553
564,Ulysses S. Grant,1873,Andrew Johnson,1867,0.819172110837
565,Ulysses S. Grant,1873,George W. Bush,2005,0.419039402059
566,Ulysses S. Grant,1873,Benjamin Harrison,1891,0.742688367665
567,Ulysses S. Grant,1873,Martin Van Buren,1839,0.837843426838
568,Ulysses S. Grant,1873,James A. Garfield,1881,0.612855108214
569,Ulysses S. Grant,1873,Abraham Lincoln,1863,0.743383359949
570,Ulysses S. Grant,1873,George Washington,1793,0.808371432308
571,Ulysses S. Grant,1873,Chester Arthur,1883,0.87530610571
572,Ulysses S. Grant,1873,Thomas Jefferson,1805,0.761190738281
573,Ulysses S. Grant,1873,Ronald Reagan,1985,0.526720046359
574,Rutherford B. Hayes,1879,Franklin Pierce,1855,0.801217933941
575,Rutherford B. Hayes,1879,Bill Clinton,1997,0.377544555574
576,Rutherford B. Hayes,1879,Herbert Hoover,1931,0.689209184634
577,Rutherford B. Hayes,1879,William Howard Taft,1911,0.69689845396
578,Rutherford B. Hayes,1879,Andrew Jackson,1833,0.826332812976
579,Rutherford B. Hayes,1879,Millard Fillmore,1851,0.610010016146
580,Rutherford B. Hayes,1879,Gerald Ford,1975,0.550750274255
581,Rutherford B. Hayes,1879,Franklin D. Roosevelt,1939,0.568987467571
582,Rutherford B. Hayes,1879,James K. Polk,1847,0.762894483963
583,Rutherford B. Hayes,1879,Richard Nixon,1971,0.518685828452
584,Rutherford B. Hayes,1879,Barack Obama,2012,0.418318731116
585,Rutherford B. Hayes,1879,James Madison,1813,0.76769643691
586,Rutherford B. Hayes,1879,James Buchanan,1859,0.785222414372
587,Rutherford B. Hayes,1879,Ulysses S. Grant,1873,0.857328174606
588,Rutherford B. Hayes,1879,James Monroe,1821,0.755223318684
589,Rutherford B. Hayes,1879,Lyndon B. Johnson,1966,0.52579358203
590,Rutherford B. Hayes,1879,Theodore Roosevelt,1905,0.724864706329
591,Rutherford B. Hayes,1879,John Quincy Adams,1827,0.754091815307
592,Rutherford B. Hayes,1879,Woodrow Wilson,1917,0.709065930868
593,Rutherford B. Hayes,1879,George Bush,1991,0.454820215358
594,Rutherford B. Hayes,1879,Warren G. Harding,1922,0.370968380699
595,Rutherford B. Hayes,1879,John Adams,1799,0.79424993317
596,Rutherford B. Hayes,1879,John Tyler,1843,0.818505455801
597,Rutherford B. Hayes,1879,William McKinley,1899,0.803040219717
598,Rutherford B. Hayes,1879,Harry S Truman,1949,0.590620096583
599,Rutherford B. Hayes,1879,Dwight D. Eisenhower,1957,0.546857441616
600,Rutherford B. Hayes,1879,John F. Kennedy,1962,0.546176093225
601,Rutherford B. Hayes,1879,Calvin Coolidge,1926,0.722077785771
602,Rutherford B. Hayes,1879,Zachary Taylor,1849,0.686233066609
603,Rutherford B. Hayes,1879,Grover Cleveland,1887,0.808612729127
604,Rutherford B. Hayes,1879,Jimmy Carter,1979,0.465001943975
605,Rutherford B. Hayes,1879,Andrew Johnson,1867,0.757219114082
606,Rutherford B. Hayes,1879,George W. Bush,2005,0.403246361848
607,Rutherford B. Hayes,1879,Benjamin Harrison,1891,0.73027170687
608,Rutherford B. Hayes,1879,Martin Van Buren,1839,0.813935902897
609,Rutherford B. Hayes,1879,James A. Garfield,1881,0.629856127379
610,Rutherford B. Hayes,1879,Abraham Lincoln,1863,0.677125286345
611,Rutherford B. Hayes,1879,George Washington,1793,0.753408986412
612,Rutherford B. Hayes,1879,Chester Arthur,1883,0.82792930988
613,Rutherford B. Hayes,1879,Thomas Jefferson,1805,0.71220683945
614,Rutherford B. Hayes,1879,Ronald Reagan,1985,0.486413529704
615,James Monroe,1821,Franklin Pierce,1855,0.824742301297
616,James Monroe,1821,Bill Clinton,1997,0.329175966482
617,James Monroe,1821,Herbert Hoover,1931,0.636036021325
618,James Monroe,1821,William Howard Taft,1911,0.650357147272
619,James Monroe,1821,Andrew Jackson,1833,0.850608839829
620,James Monroe,1821,Millard Fillmore,1851,0.60808756868
621,James Monroe,1821,Gerald Ford,1975,0.506109484927
622,James Monroe,1821,Franklin D. Roosevelt,1939,0.552346974196
623,James Monroe,1821,James K. Polk,1847,0.821145984403
624,James Monroe,1821,Richard Nixon,1971,0.505141457824
625,James Monroe,1821,Barack Obama,2012,0.37754721718
626,James Monroe,1821,James Madison,1813,0.84366776014
627,James Monroe,1821,James Buchanan,1859,0.804340231302
628,James Monroe,1821,Ulysses S. Grant,1873,0.82656709452
629,James Monroe,1821,Rutherford B. Hayes,1879,0.755223318684
630,James Monroe,1821,Lyndon B. Johnson,1966,0.483981718554
631,James Monroe,1821,Theodore Roosevelt,1905,0.699909985205
632,James Monroe,1821,John Quincy Adams,1827,0.846521034319
633,James Monroe,1821,Woodrow Wilson,1917,0.679201274528
634,James Monroe,1821,George Bush,1991,0.417392655066
635,James Monroe,1821,Warren G. Harding,1922,0.339939901875
636,James Monroe,1821,John Adams,1799,0.876346826037
637,James Monroe,1821,John Tyler,1843,0.859861891223
638,James Monroe,1821,William McKinley,1899,0.805622426737
639,James Monroe,1821,Harry S Truman,1949,0.56603361354
640,James Monroe,1821,Dwight D. Eisenhower,1957,0.521129530481
641,James Monroe,1821,John F. Kennedy,1962,0.51740073071
642,James Monroe,1821,Calvin Coolidge,1926,0.678208994463
643,James Monroe,1821,Zachary Taylor,1849,0.689332048164
644,James Monroe,1821,Grover Cleveland,1887,0.730287930687
645,James Monroe,1821,Jimmy Carter,1979,0.427138754492
646,James Monroe,1821,Andrew Johnson,1867,0.726487160454
647,James Monroe,1821,George W. Bush,2005,0.365106948797
648,James Monroe,1821,Benjamin Harrison,1891,0.68549048368
649,James Monroe,1821,Martin Van Buren,1839,0.827364150828
650,James Monroe,1821,James A. Garfield,1881,0.590216250239
651,James Monroe,1821,Abraham Lincoln,1863,0.697122827435
652,James Monroe,1821,George Washington,1793,0.77920408745
653,James Monroe,1821,Chester Arthur,1883,0.796059590869
654,James Monroe,1821,Thomas Jefferson,1805,0.774681686342
655,James Monroe,1821,Ronald Reagan,1985,0.472721881994
656,Lyndon B. Johnson,1966,Franklin Pierce,1855,0.50122030349
657,Lyndon B. Johnson,1966,Bill Clinton,1997,0.656568958943
658,Lyndon B. Johnson,1966,Herbert Hoover,1931,0.605018220636
659,Lyndon B. Johnson,1966,William Howard Taft,1911,0.495040392905
660,Lyndon B. Johnson,1966,Andrew Jackson,1833,0.502131809095
661,Lyndon B. Johnson,1966,Millard Fillmore,1851,0.348334782752
662,Lyndon B. Johnson,1966,Gerald Ford,1975,0.774410933955
663,Lyndon B. Johnson,1966,Franklin D. Roosevelt,1939,0.670208755359
664,Lyndon B. Johnson,1966,James K. Polk,1847,0.48797858033
665,Lyndon B. Johnson,1966,Richard Nixon,1971,0.893601417361
666,Lyndon B. Johnson,1966,Barack Obama,2012,0.640179732659
667,Lyndon B. Johnson,1966,James Madison,1813,0.536290323712
668,Lyndon B. Johnson,1966,James Buchanan,1859,0.507223942701
669,Lyndon B. Johnson,1966,Ulysses S. Grant,1873,0.560422523236
670,Lyndon B. Johnson,1966,Rutherford B. Hayes,1879,0.52579358203
671,Lyndon B. Johnson,1966,James Monroe,1821,0.483981718554
672,Lyndon B. Johnson,1966,Theodore Roosevelt,1905,0.694990105443
673,Lyndon B. Johnson,1966,John Quincy Adams,1827,0.50630807366
674,Lyndon B. Johnson,1966,Woodrow Wilson,1917,0.655920377647
675,Lyndon B. Johnson,1966,George Bush,1991,0.704637198937
676,Lyndon B. Johnson,1966,Warren G. Harding,1922,0.415138315907
677,Lyndon B. Johnson,1966,John Adams,1799,0.533759248878
678,Lyndon B. Johnson,1966,John Tyler,1843,0.50753779918
679,Lyndon B. Johnson,1966,William McKinley,1899,0.581078572802
680,Lyndon B. Johnson,1966,Harry S Truman,1949,0.738299413283
681,Lyndon B. Johnson,1966,Dwight D. Eisenhower,1957,0.638547084337
682,Lyndon B. Johnson,1966,John F. Kennedy,1962,0.777953125836
683,Lyndon B. Johnson,1966,Calvin Coolidge,1926,0.591284352243
684,Lyndon B. Johnson,1966,Zachary Taylor,1849,0.448181140631
685,Lyndon B. Johnson,1966,Grover Cleveland,1887,0.533688092752
686,Lyndon B. Johnson,1966,Jimmy Carter,1979,0.701792773422
687,Lyndon B. Johnson,1966,Andrew Johnson,1867,0.853644907026
688,Lyndon B. Johnson,1966,George W. Bush,2005,0.586754042451
689,Lyndon B. Johnson,1966,Benjamin Harrison,1891,0.501380885487
690,Lyndon B. Johnson,1966,Martin Van Buren,1839,0.480508446515
691,Lyndon B. Johnson,1966,James A. Garfield,1881,0.471717159237
692,Lyndon B. Johnson,1966,Abraham Lincoln,1863,0.538320113637
693,Lyndon B. Johnson,1966,George Washington,1793,0.512617877178
694,Lyndon B. Johnson,1966,Chester Arthur,1883,0.517395464724
695,Lyndon B. Johnson,1966,Thomas Jefferson,1805,0.5319808536
696,Lyndon B. Johnson,1966,Ronald Reagan,1985,0.777064806809
697,Theodore Roosevelt,1905,Franklin Pierce,1855,0.71583926907
698,Theodore Roosevelt,1905,Bill Clinton,1997,0.596759003547
699,Theodore Roosevelt,1905,Herbert Hoover,1931,0.797640877395
700,Theodore Roosevelt,1905,William Howard Taft,1911,0.725562802719
701,Theodore Roosevelt,1905,Andrew Jackson,1833,0.711405334517
702,Theodore Roosevelt,1905,Millard Fillmore,1851,0.524823426601
703,Theodore Roosevelt,1905,Gerald Ford,1975,0.722923637842
704,Theodore Roosevelt,1905,Franklin D. Roosevelt,1939,0.927468093943
705,Theodore Roosevelt,1905,James K. Polk,1847,0.688227369443
706,Theodore Roosevelt,1905,Richard Nixon,1971,0.707191144972
707,Theodore Roosevelt,1905,Barack Obama,2012,0.62155781924
708,Theodore Roosevelt,1905,James Madison,1813,0.757116275474
709,Theodore Roosevelt,1905,James Buchanan,1859,0.707503003921
710,Theodore Roosevelt,1905,Ulysses S. Grant,1873,0.75907394583
711,Theodore Roosevelt,1905,Rutherford B. Hayes,1879,0.724864706329
712,Theodore Roosevelt,1905,James Monroe,1821,0.699909985205
713,Theodore Roosevelt,1905,Lyndon B. Johnson,1966,0.694990105443
714,Theodore Roosevelt,1905,John Quincy Adams,1827,0.686383959076
715,Theodore Roosevelt,1905,Woodrow Wilson,1917,0.862597696094
716,Theodore Roosevelt,1905,George Bush,1991,0.641812528958
717,Theodore Roosevelt,1905,Warren G. Harding,1922,0.717316051709
718,Theodore Roosevelt,1905,John Adams,1799,0.723129483555
719,Theodore Roosevelt,1905,John Tyler,1843,0.727396141983
720,Theodore Roosevelt,1905,William McKinley,1899,0.801471837894
721,Theodore Roosevelt,1905,Harry S Truman,1949,0.777665996431
722,Theodore Roosevelt,1905,Dwight D. Eisenhower,1957,0.693020644872
723,Theodore Roosevelt,1905,John F. Kennedy,1962,0.707646411346
724,Theodore Roosevelt,1905,Calvin Coolidge,1926,0.80591229915
725,Theodore Roosevelt,1905,Zachary Taylor,1849,0.626481780098
726,Theodore Roosevelt,1905,Grover Cleveland,1887,0.765145807577
727,Theodore Roosevelt,1905,Jimmy Carter,1979,0.59285635853
728,Theodore Roosevelt,1905,Andrew Johnson,1867,0.801553209315
729,Theodore Roosevelt,1905,George W. Bush,2005,0.585028996046
730,Theodore Roosevelt,1905,Benjamin Harrison,1891,0.702265738365
731,Theodore Roosevelt,1905,Martin Van Buren,1839,0.71371132361
732,Theodore Roosevelt,1905,James A. Garfield,1881,0.637950734184
733,Theodore Roosevelt,1905,Abraham Lincoln,1863,0.678148004271
734,Theodore Roosevelt,1905,George Washington,1793,0.69595223759
735,Theodore Roosevelt,1905,Chester Arthur,1883,0.725925114007
736,Theodore Roosevelt,1905,Thomas Jefferson,1805,0.706024754682
737,Theodore Roosevelt,1905,Ronald Reagan,1985,0.691769903585
738,John Quincy Adams,1827,Franklin Pierce,1855,0.789309701
739,John Quincy Adams,1827,Bill Clinton,1997,0.3400803543
740,John Quincy Adams,1827,Herbert Hoover,1931,0.688966226324
741,John Quincy Adams,1827,William Howard Taft,1911,0.639292901705
742,John Quincy Adams,1827,Andrew Jackson,1833,0.812702371369
743,John Quincy Adams,1827,Millard Fillmore,1851,0.601906405578
744,John Quincy Adams,1827,Gerald Ford,1975,0.54378967755
745,John Quincy Adams,1827,Franklin D. Roosevelt,1939,0.546680068357
746,John Quincy Adams,1827,James K. Polk,1847,0.780344608057
747,John Quincy Adams,1827,Richard Nixon,1971,0.512082540072
748,John Quincy Adams,1827,Barack Obama,2012,0.390183326649
749,John Quincy Adams,1827,James Madison,1813,0.820743109133
750,John Quincy Adams,1827,James Buchanan,1859,0.772644231417
751,John Quincy Adams,1827,Ulysses S. Grant,1873,0.814817796766
752,John Quincy Adams,1827,Rutherford B. Hayes,1879,0.754091815307
753,John Quincy Adams,1827,James Monroe,1821,0.846521034319
754,John Quincy Adams,1827,Lyndon B. Johnson,1966,0.50630807366
755,John Quincy Adams,1827,Theodore Roosevelt,1905,0.686383959076
756,John Quincy Adams,1827,Woodrow Wilson,1917,0.663517381735
757,John Quincy Adams,1827,George Bush,1991,0.441558463562
758,John Quincy Adams,1827,Warren G. Harding,1922,0.338351020338
759,John Quincy Adams,1827,John Adams,1799,0.978624335231
760,John Quincy Adams,1827,John Tyler,1843,0.831982534139
761,John Quincy Adams,1827,William McKinley,1899,0.772232851488
762,John Quincy Adams,1827,Harry S Truman,1949,0.556880836504
763,John Quincy Adams,1827,Dwight D. Eisenhower,1957,0.53250831664
764,John Quincy Adams,1827,John F. Kennedy,1962,0.523107804032
765,John Quincy Adams,1827,Calvin Coolidge,1926,0.696529577197
766,John Quincy Adams,1827,Zachary Taylor,1849,0.653833388501
767,John Quincy Adams,1827,Grover Cleveland,1887,0.733053527439
768,John Quincy Adams,1827,Jimmy Carter,1979,0.445572459931
769,John Quincy Adams,1827,Andrew Johnson,1867,0.727635490416
770,John Quincy Adams,1827,George W. Bush,2005,0.396077857217
771,John Quincy Adams,1827,Benjamin Harrison,1891,0.675297176979
772,John Quincy Adams,1827,Martin Van Buren,1839,0.784965817298
773,John Quincy Adams,1827,James A. Garfield,1881,0.57159546444
774,John Quincy Adams,1827,Abraham Lincoln,1863,0.660990079814
775,John Quincy Adams,1827,George Washington,1793,0.765407287926
776,John Quincy Adams,1827,Chester Arthur,1883,0.823850593832
777,John Quincy Adams,1827,Thomas Jefferson,1805,0.740580919074
778,John Quincy Adams,1827,Ronald Reagan,1985,0.474220086788
779,Woodrow Wilson,1917,Franklin Pierce,1855,0.706498730701
780,Woodrow Wilson,1917,Bill Clinton,1997,0.531215505192
781,Woodrow Wilson,1917,Herbert Hoover,1931,0.73735342197
782,Woodrow Wilson,1917,William Howard Taft,1911,0.664089887772
783,Woodrow Wilson,1917,Andrew Jackson,1833,0.69682692269
784,Woodrow Wilson,1917,Millard Fillmore,1851,0.514023113012
785,Woodrow Wilson,1917,Gerald Ford,1975,0.656351745894
786,Woodrow Wilson,1917,Franklin D. Roosevelt,1939,0.782635710043
787,Woodrow Wilson,1917,James K. Polk,1847,0.674257011891
788,Woodrow Wilson,1917,Richard Nixon,1971,0.674055088403
789,Woodrow Wilson,1917,Barack Obama,2012,0.561995621982
790,Woodrow Wilson,1917,James Madison,1813,0.738097147431
791,Woodrow Wilson,1917,James Buchanan,1859,0.694182202781
792,Woodrow Wilson,1917,Ulysses S. Grant,1873,0.715887696982
793,Woodrow Wilson,1917,Rutherford B. Hayes,1879,0.709065930868
794,Woodrow Wilson,1917,James Monroe,1821,0.679201274528
795,Woodrow Wilson,1917,Lyndon B. Johnson,1966,0.655920377647
796,Woodrow Wilson,1917,Theodore Roosevelt,1905,0.862597696094
797,Woodrow Wilson,1917,John Quincy Adams,1827,0.663517381735
798,Woodrow Wilson,1917,George Bush,1991,0.603722738988
799,Woodrow Wilson,1917,Warren G. Harding,1922,0.539336061707
800,Woodrow Wilson,1917,John Adams,1799,0.708654738608
801,Woodrow Wilson,1917,John Tyler,1843,0.700993440304
802,Woodrow Wilson,1917,William McKinley,1899,0.766616071893
803,Woodrow Wilson,1917,Harry S Truman,1949,0.76089745196
804,Woodrow Wilson,1917,Dwight D. Eisenhower,1957,0.704757179168
805,Woodrow Wilson,1917,John F. Kennedy,1962,0.66344123362
806,Woodrow Wilson,1917,Calvin Coolidge,1926,0.780620019821
807,Woodrow Wilson,1917,Zachary Taylor,1849,0.635797598583
808,Woodrow Wilson,1917,Grover Cleveland,1887,0.724497732966
809,Woodrow Wilson,1917,Jimmy Carter,1979,0.545362107674
810,Woodrow Wilson,1917,Andrew Johnson,1867,0.771177525681
811,Woodrow Wilson,1917,George W. Bush,2005,0.535372783131
812,Woodrow Wilson,1917,Benjamin Harrison,1891,0.67137118505
813,Woodrow Wilson,1917,Martin Van Buren,1839,0.679358752942
814,Woodrow Wilson,1917,James A. Garfield,1881,0.619727863518
815,Woodrow Wilson,1917,Abraham Lincoln,1863,0.675784079894
816,Woodrow Wilson,1917,George Washington,1793,0.683860596697
817,Woodrow Wilson,1917,Chester Arthur,1883,0.67287060368
818,Woodrow Wilson,1917,Thomas Jefferson,1805,0.721312907922
819,Woodrow Wilson,1917,Ronald Reagan,1985,0.644097965882
820,George Bush,1991,Franklin Pierce,1855,0.452144050221
821,George Bush,1991,Bill Clinton,1997,0.708421151578
822,George Bush,1991,Herbert Hoover,1931,0.539568076204
823,George Bush,1991,William Howard Taft,1911,0.404937326853
824,George Bush,1991,Andrew Jackson,1833,0.429302892197
825,George Bush,1991,Millard Fillmore,1851,0.294919989386
826,George Bush,1991,Gerald Ford,1975,0.743264657808
827,George Bush,1991,Franklin D. Roosevelt,1939,0.651406829294
828,George Bush,1991,James K. Polk,1847,0.422832163798
829,George Bush,1991,Richard Nixon,1971,0.695965164563
830,George Bush,1991,Barack Obama,2012,0.766297588943
831,George Bush,1991,James Madison,1813,0.487660037198
832,George Bush,1991,James Buchanan,1859,0.427255181892
833,George Bush,1991,Ulysses S. Grant,1873,0.491211949686
834,George Bush,1991,Rutherford B. Hayes,1879,0.454820215358
835,George Bush,1991,James Monroe,1821,0.417392655066
836,George Bush,1991,Lyndon B. Johnson,1966,0.704637198937
837,George Bush,1991,Theodore Roosevelt,1905,0.641812528958
838,George Bush,1991,John Quincy Adams,1827,0.441558463562
839,George Bush,1991,Woodrow Wilson,1917,0.603722738988
840,George Bush,1991,Warren G. Harding,1922,0.420368408565
841,George Bush,1991,John Adams,1799,0.473924227246
842,George Bush,1991,John Tyler,1843,0.437424215168
843,George Bush,1991,William McKinley,1899,0.504463054874
844,George Bush,1991,Harry S Truman,1949,0.716600265374
845,George Bush,1991,Dwight D. Eisenhower,1957,0.678006553011
846,George Bush,1991,John F. Kennedy,1962,0.732292253537
847,George Bush,1991,Calvin Coolidge,1926,0.522344825917
848,George Bush,1991,Zachary Taylor,1849,0.390967351902
849,George Bush,1991,Grover Cleveland,1887,0.458418197819
850,George Bush,1991,Jimmy Carter,1979,0.71623671098
851,George Bush,1991,Andrew Johnson,1867,0.660692612026
852,George Bush,1991,George W. Bush,2005,0.79596730297
853,George Bush,1991,Benjamin Harrison,1891,0.424465047123
854,George Bush,1991,Martin Van Buren,1839,0.41225031369
855,George Bush,1991,James A. Garfield,1881,0.414069294742
856,George Bush,1991,Abraham Lincoln,1863,0.471330022405
857,George Bush,1991,George Washington,1793,0.463478776493
858,George Bush,1991,Chester Arthur,1883,0.431911279397
859,George Bush,1991,Thomas Jefferson,1805,0.480564568056
860,George Bush,1991,Ronald Reagan,1985,0.812871259624
861,Warren G. Harding,1922,Franklin Pierce,1855,0.359676100159
862,Warren G. Harding,1922,Bill Clinton,1997,0.377957537485
